nest,NDVI,NDWI,Mat_Gland,Mat_Head,Mat_Birth,Mat_Age,Mat_Cort,Pat_Gland,Pat_Head,Pat_Birth,Pat_Age,Pat_Cort,Mean_Gland,Mean_Head,Mean_Age,Mean_Cort,BLUP,BLUP_25,latitude,longitude,first_egg_date,parents,Bird_FID,FID_m,FID_time,Repetition,Zone,Note_,Note_time,SD_m,SD_time,note_,note_time,Date,Time,Year,gull10m,height_m,dist_shore_m,dist_shore_m_new,distMOD,Egg1,Egg2,Egg3,Egg4,TotEgg,EggHatched,2nd_clutch,ProbaChick,HatchSucc,ClutchMass,Chick1,Chick2,Chick3,Chick4,ChickNmass,Count_ALL_nests,Count_Larcan_nests,Distance_coast,Count_ALL_nests_Hannah,Count_Larcan_nests_Hannah
1_24,0.683604538,0.5,3.4,90.7,,,,4.9,98.9,2010,14,6.62,4.15,94.8,14,6.62,1.9159345,3.256026512,58.7657636,23.4355378,02/05/2024,"P61E;
P03Y",P61E,8,02/05/2024 15:07,1,North,,19/06/2024 14:02,30,02/05/2024 15:07,,19/06/2024 14:02,02/05/2024,15:07:00,2024,0.098892912,0.75,21.0218339,33.66660622,21.0218339,55.1,53.8,51.5,,3,3,,1,1,160.4,38.4,,36.6,,75,5,5,33.67,10,10
1_24,0.683604538,0.5,3.4,90.7,,,,4.9,98.9,2010,14,6.62,4.15,94.8,14,6.62,,,58.7657636,23.4355378,02/05/2024,"P61E;
P03Y",P03Y,9,03/05/2024 11:01,2,North,FiD done birdno plastic metal right leg,06/05/2024 11:31,41,03/05/2024 11:01,,19/06/2024 14:02,03/05/2024,11:01:00,2024,0.098892912,0.75,21.0218339,33.66660622,21.0218339,55.1,53.8,51.5,,3,3,,1,1,160.4,38.4,,36.6,,75,5,5,33.67,10,10
1_24,0.683604538,0.5,3.4,90.7,,,,4.9,98.9,2010,14,6.62,4.15,94.8,14,6.62,,,58.7657636,23.4355378,02/05/2024,"P61E;
P03Y",,13,04/05/2024 12:34,3,North,,19/06/2024 14:02,40,04/05/2024 12:32,,19/06/2024 14:02,04/05/2024,12:34:00,2024,0.098892912,0.75,21.0218339,33.66660622,21.0218339,55.1,53.8,51.5,,3,3,,1,1,160.4,38.4,,36.6,,75,5,5,33.67,10,10
1_24,0.683604538,0.5,3.4,90.7,,,,4.9,98.9,2010,14,6.62,4.15,94.8,14,6.62,,,58.7657636,23.4355378,02/05/2024,"P61E;
P03Y",,15,05/05/2024 10:06,4,North,,19/06/2024 14:02,35,05/05/2024 10:05,,19/06/2024 14:02,05/05/2024,10:06:00,2024,0.098892912,0.75,21.0218339,33.66660622,21.0218339,55.1,53.8,51.5,,3,3,,1,1,160.4,38.4,,36.6,,75,5,5,33.67,10,10
1_24,0.683604538,0.5,3.4,90.7,,,,4.9,98.9,2010,14,6.62,4.15,94.8,14,6.62,,,58.7657636,23.4355378,02/05/2024,"P61E;
P03Y",,13,06/05/2024 11:33,5,North,,19/06/2024 14:02,25,06/05/2024 11:31,,19/06/2024 14:02,06/05/2024,11:33:00,2024,0.098892912,0.75,21.0218339,33.66660622,21.0218339,55.1,53.8,51.5,,3,3,,1,1,160.4,38.4,,36.6,,75,5,5,33.67,10,10
1_24,0.683604538,0.5,3.4,90.7,,,,4.9,98.9,2010,14,6.62,4.15,94.8,14,6.62,,,58.7657636,23.4355378,02/05/2024,"P61E;
P03Y",,12,07/05/2024 12:00,6,North,,19/06/2024 14:02,27,07/05/2024 11:58,,19/06/2024 14:02,07/05/2024,12:00:00,2024,0.098892912,0.75,21.0218339,33.66660622,21.0218339,55.1,53.8,51.5,,3,3,,1,1,160.4,38.4,,36.6,,75,5,5,33.67,10,10
2_24,0.7131024,0.5,3.1,85.1,,,28.46,4.1,93.8,2014,10,,3.6,89.45,10,28.46,2.121818,3.521445454,58.7656967,23.4355383,02/05/2024,"P24U;
P41Y",P24U,12,02/05/2024 15:02,1,North,,19/06/2024 14:02,36,02/05/2024 15:02,,19/06/2024 14:02,02/05/2024,15:02:00,2024,0.00255822,0.57,13.63470966,26.21508556,13.63470966,52.2,52.2,51.8,,3,1,,1,0.333333333,156.2,,36,,,36,10,10,26.22,13,13
2_24,0.7131024,0.5,3.1,85.1,,,28.46,4.1,93.8,2014,10,,3.6,89.45,10,28.46,,,58.7656967,23.4355383,02/05/2024,"P24U;
P41Y",P24U,16,03/05/2024 10:59,2,North,,19/06/2024 14:02,40,03/05/2024 10:59,,19/06/2024 14:02,03/05/2024,10:59:00,2024,0.00255822,0.57,13.63470966,26.21508556,13.63470966,52.2,52.2,51.8,,3,1,,1,0.333333333,156.2,,36,,,36,10,10,26.22,13,13
2_24,0.7131024,0.5,3.1,85.1,,,28.46,4.1,93.8,2014,10,,3.6,89.45,10,28.46,,,58.7656967,23.4355383,02/05/2024,"P24U;
P41Y",P24U,10,04/05/2024 12:41,3,North,,19/06/2024 14:02,45,04/05/2024 12:41,,19/06/2024 14:02,04/05/2024,12:41:00,2024,0.00255822,0.57,13.63470966,26.21508556,13.63470966,52.2,52.2,51.8,,3,1,,1,0.333333333,156.2,,36,,,36,10,10,26.22,13,13
2_24,0.7131024,0.5,3.1,85.1,,,28.46,4.1,93.8,2014,10,,3.6,89.45,10,28.46,,,58.7656967,23.4355383,02/05/2024,"P24U;
P41Y",P24U,10,05/05/2024 10:02,4,North,FiD done plastic right leg,05/05/2024 10:02,27,05/05/2024 10:02,no plastic bird fid,07/05/2024 11:56,05/05/2024,10:02:00,2024,0.00255822,0.57,13.63470966,26.21508556,13.63470966,52.2,52.2,51.8,,3,1,,1,0.333333333,156.2,,36,,,36,10,10,26.22,13,13
2_24,0.7131024,0.5,3.1,85.1,,,28.46,4.1,93.8,2014,10,,3.6,89.45,10,28.46,,,58.7656967,23.4355383,02/05/2024,"P24U;
P41Y",P24U,12,06/05/2024 11:29,5,North,FiD done bird right leg plastic ,06/05/2024 11:30,29,06/05/2024 11:28,,19/06/2024 14:02,06/05/2024,11:29:00,2024,0.00255822,0.57,13.63470966,26.21508556,13.63470966,52.2,52.2,51.8,,3,1,,1,0.333333333,156.2,,36,,,36,10,10,26.22,13,13
2_24,0.7131024,0.5,3.1,85.1,,,28.46,4.1,93.8,2014,10,,3.6,89.45,10,28.46,,,58.7656967,23.4355383,02/05/2024,"P24U;
P41Y",,13,07/05/2024 11:57,6,North,,19/06/2024 14:02,25,07/05/2024 11:57,,19/06/2024 14:02,07/05/2024,11:57:00,2024,0.00255822,0.57,13.63470966,26.21508556,13.63470966,52.2,52.2,51.8,,3,1,,1,0.333333333,156.2,,36,,,36,10,10,26.22,13,13
3_24,0.871022165,0.870000005,4.6,84.2,2012,12,11.64,4.1,94.7,2012,12,9.86,4.35,89.45,12,10.75,-0.2657426,1.895058162,58.7662267,23.433885,02/05/2024,"P05C;
P74N",P74N,15,02/05/2024 15:20,1,Middle,,19/06/2024 14:02,40,02/05/2024 15:20,,19/06/2024 14:02,02/05/2024,15:20:00,2024,0.000948092,0.58,9.03964793,25.2632085,9.03964793,50.1,52.6,50.1,,3,2,,1,0.666666667,152.8,37,36.4,,,73.4,4,4,25.26,5,5
3_24,0.871022165,0.870000005,4.6,84.2,2012,12,11.64,4.1,94.7,2012,12,9.86,4.35,89.45,12,10.75,,,58.7662267,23.433885,02/05/2024,"P05C;
P74N",P74N,25,03/05/2024 11:13,2,Middle,,19/06/2024 14:02,55,03/05/2024 11:13,,19/06/2024 14:02,03/05/2024,11:13:00,2024,0.000948092,0.58,9.03964793,25.2632085,9.03964793,50.1,52.6,50.1,,3,2,,1,0.666666667,152.8,37,36.4,,,73.4,4,4,25.26,5,5
3_24,0.871022165,0.870000005,4.6,84.2,2012,12,11.64,4.1,94.7,2012,12,9.86,4.35,89.45,12,10.75,,,58.7662267,23.433885,02/05/2024,"P05C;
P74N",P05C,13,04/05/2024 12:11,3,Middle,,19/06/2024 14:02,36,04/05/2024 12:11,,19/06/2024 14:02,04/05/2024,12:11:00,2024,0.000948092,0.58,9.03964793,25.2632085,9.03964793,50.1,52.6,50.1,,3,2,,1,0.666666667,152.8,37,36.4,,,73.4,4,4,25.26,5,5
3_24,0.871022165,0.870000005,4.6,84.2,2012,12,11.64,4.1,94.7,2012,12,9.86,4.35,89.45,12,10.75,,,58.7662267,23.433885,02/05/2024,"P05C;
P74N",P74N,16,05/05/2024 10:16,4,Middle,plastic right leg fid,06/05/2024 12:12,63,05/05/2024 10:16,done on P05C,05/05/2024 10:19,05/05/2024,10:16:00,2024,0.000948092,0.58,9.03964793,25.2632085,9.03964793,50.1,52.6,50.1,,3,2,,1,0.666666667,152.8,37,36.4,,,73.4,4,4,25.26,5,5
3_24,0.871022165,0.870000005,4.6,84.2,2012,12,11.64,4.1,94.7,2012,12,9.86,4.35,89.45,12,10.75,,,58.7662267,23.433885,02/05/2024,"P05C;
P74N",,17,06/05/2024 12:13,5,Middle,,19/06/2024 14:02,55,06/05/2024 12:12,done on P05C,07/05/2024 13:18,06/05/2024,12:13:00,2024,0.000948092,0.58,9.03964793,25.2632085,9.03964793,50.1,52.6,50.1,,3,2,,1,0.666666667,152.8,37,36.4,,,73.4,4,4,25.26,5,5
3_24,0.871022165,0.870000005,4.6,84.2,2012,12,11.64,4.1,94.7,2012,12,9.86,4.35,89.45,12,10.75,,,58.7662267,23.433885,02/05/2024,"P05C;
P74N",,9,07/05/2024 13:18,6,Middle,,19/06/2024 14:02,70,07/05/2024 13:15,both chicks seen near the nest,06/06/2024 12:12,07/05/2024,13:18:00,2024,0.000948092,0.58,9.03964793,25.2632085,9.03964793,50.1,52.6,50.1,,3,2,,1,0.666666667,152.8,37,36.4,,,73.4,4,4,25.26,5,5
4_24,0.80687052,0.723333339,4.1,87.6,,,8.3,4.5,97.4,2008,16,,4.3,92.5,16,8.3,5.4283344,8.137345385,58.7662605,23.4333965,02/05/2024,"P3X7;
P01Y",P01Y,17,02/05/2024 15:26,1,Middle,,19/06/2024 14:02,48,02/05/2024 15:26,,19/06/2024 14:02,02/05/2024,15:26:00,2024,0.003388274,0.79,15.00343896,19.22108062,15.00343896,50.3,53.8,50.7,,3,3,,1,1,154.8,35.7,,33,,68.7,6,6,19.22,11,11
4_24,0.80687052,0.723333339,4.1,87.6,,,8.3,4.5,97.4,2008,16,,4.3,92.5,16,8.3,,,58.7662605,23.4333965,02/05/2024,"P3X7;
P01Y",P01Y,22,03/05/2024 11:20,2,Middle,,19/06/2024 14:02,50,03/05/2024 11:20,,19/06/2024 14:02,03/05/2024,11:20:00,2024,0.003388274,0.79,15.00343896,19.22108062,15.00343896,50.3,53.8,50.7,,3,3,,1,1,154.8,35.7,,33,,68.7,6,6,19.22,11,11
4_24,0.80687052,0.723333339,4.1,87.6,,,8.3,4.5,97.4,2008,16,,4.3,92.5,16,8.3,,,58.7662605,23.4333965,02/05/2024,"P3X7;
P01Y",P3X7,36,04/05/2024 12:02,3,Middle,"done bird plastic right leg, P??7",05/05/2024 10:20,41,04/05/2024 12:02,bird had ring on the right leg it seems for the fid,04/05/2024 12:08,04/05/2024,12:02:00,2024,0.003388274,0.79,15.00343896,19.22108062,15.00343896,50.3,53.8,50.7,,3,3,,1,1,154.8,35.7,,33,,68.7,6,6,19.22,11,11
4_24,0.80687052,0.723333339,4.1,87.6,,,8.3,4.5,97.4,2008,16,,4.3,92.5,16,8.3,,,58.7662605,23.4333965,02/05/2024,"P3X7;
P01Y",P01Y,30,05/05/2024 10:21,4,Middle,fid no plastic metal right,06/05/2024 12:16,55,05/05/2024 10:20,left plastic bird fid,07/05/2024 13:35,05/05/2024,10:21:00,2024,0.003388274,0.79,15.00343896,19.22108062,15.00343896,50.3,53.8,50.7,,3,3,,1,1,154.8,35.7,,33,,68.7,6,6,19.22,11,11
4_24,0.80687052,0.723333339,4.1,87.6,,,8.3,4.5,97.4,2008,16,,4.3,92.5,16,8.3,,,58.7662605,23.4333965,02/05/2024,"P3X7;
P01Y",,21,06/05/2024 12:16,5,Middle,,19/06/2024 14:02,52,06/05/2024 12:15,,19/06/2024 14:02,06/05/2024,12:16:00,2024,0.003388274,0.79,15.00343896,19.22108062,15.00343896,50.3,53.8,50.7,,3,3,,1,1,154.8,35.7,,33,,68.7,6,6,19.22,11,11
4_24,0.80687052,0.723333339,4.1,87.6,,,8.3,4.5,97.4,2008,16,,4.3,92.5,16,8.3,,,58.7662605,23.4333965,02/05/2024,"P3X7;
P01Y",,9,07/05/2024 13:34,6,Middle,,19/06/2024 14:02,60,07/05/2024 13:31,,19/06/2024 14:02,07/05/2024,13:34:00,2024,0.003388274,0.79,15.00343896,19.22108062,15.00343896,50.3,53.8,50.7,,3,3,,1,1,154.8,35.7,,33,,68.7,6,6,19.22,11,11
5_24,0.654152811,0.469999999,6.7,88,2013,11,,3.5,94.7,2011,13,18.44,5.1,91.35,12,18.44,-2.3719044,-0.688533023,58.7669419,23.4294912,03/05/2024,"P12J;
P36K",P12J,12,05/05/2024 11:18,1,Head,plastic right leg fid,07/05/2024 14:43,38,05/05/2024 11:18,found on 2.05 with 1st egg,03/05/2024 12:13,05/05/2024,11:18:00,2024,0.004071132,1.44,30.53591917,53.98907061,30.53591917,56.4,56.3,52.8,,3,3,,1,1,165.5,39.1,41.9,35.4,,116.4,10,9,53.99,19,17
5_24,0.654152811,0.469999999,6.7,88,2013,11,,3.5,94.7,2011,13,18.44,5.1,91.35,12,18.44,,,58.7669419,23.4294912,03/05/2024,"P12J;
P36K",,15,06/05/2024 13:32,2,Head,,19/06/2024 14:02,68,06/05/2024 13:30,P12J fid right leg,05/05/2024 11:20,06/05/2024,13:32:00,2024,0.004071132,1.44,30.53591917,53.98907061,30.53591917,56.4,56.3,52.8,,3,3,,1,1,165.5,39.1,41.9,35.4,,116.4,10,9,53.99,19,17
5_24,0.654152811,0.469999999,6.7,88,2013,11,,3.5,94.7,2011,13,18.44,5.1,91.35,12,18.44,,,58.7669419,23.4294912,03/05/2024,"P12J;
P36K",,5,07/05/2024 14:43,3,Head,,19/06/2024 14:02,60,07/05/2024 14:41,fid right leg,06/05/2024 13:32,07/05/2024,14:43:00,2024,0.004071132,1.44,30.53591917,53.98907061,30.53591917,56.4,56.3,52.8,,3,3,,1,1,165.5,39.1,41.9,35.4,,116.4,10,9,53.99,19,17
5_24,0.654152811,0.469999999,6.7,88,2013,11,,3.5,94.7,2011,13,18.44,5.1,91.35,12,18.44,,,58.7669419,23.4294912,03/05/2024,"P12J;
P36K",,26,08/05/2024 12:58,4,Head,,19/06/2024 14:02,67,08/05/2024 12:58,fid plastic right ?,08/05/2024 12:58,08/05/2024,12:58:00,2024,0.004071132,1.44,30.53591917,53.98907061,30.53591917,56.4,56.3,52.8,,3,3,,1,1,165.5,39.1,41.9,35.4,,116.4,10,9,53.99,19,17
5_24,0.654152811,0.469999999,6.7,88,2013,11,,3.5,94.7,2011,13,18.44,5.1,91.35,12,18.44,,,58.7669419,23.4294912,03/05/2024,"P12J;
P36K",,19,09/05/2024 12:29,5,Head,,19/06/2024 14:02,45,09/05/2024 12:29,chicks not seen nearby and not looked for thoroughly ,04/06/2024 10:56,09/05/2024,12:29:00,2024,0.004071132,1.44,30.53591917,53.98907061,30.53591917,56.4,56.3,52.8,,3,3,,1,1,165.5,39.1,41.9,35.4,,116.4,10,9,53.99,19,17
6_24,0.752434254,0.604999989,4.4,85.3,2009,15,4.56,4.1,95.6,,,,4.25,90.45,15,4.56,3.2814909,5.219628998,58.7670283,23.42931,02/05/2024,"P6S4;
P73A",P73A,22,03/05/2024 12:07,1,Head,,19/06/2024 14:02,41,03/05/2024 12:07,,19/06/2024 14:02,03/05/2024,12:07:00,2024,0.003785,0.87,26.21617726,41.03578413,26.21617726,48.2,50.7,42.3,,3,3,,1,1,141.2,33.1,35,30.8,,98.9,12,12,41.04,12,12
6_24,0.752434254,0.604999989,4.4,85.3,2009,15,4.56,4.1,95.6,,,,4.25,90.45,15,4.56,,,58.7670283,23.42931,02/05/2024,"P6S4;
P73A",P73A,29,04/05/2024 11:38,2,Head,,19/06/2024 14:02,46,04/05/2024 11:38,,19/06/2024 14:02,04/05/2024,11:38:00,2024,0.003785,0.87,26.21617726,41.03578413,26.21617726,48.2,50.7,42.3,,3,3,,1,1,141.2,33.1,35,30.8,,98.9,12,12,41.04,12,12
6_24,0.752434254,0.604999989,4.4,85.3,2009,15,4.56,4.1,95.6,,,,4.25,90.45,15,4.56,,,58.7670283,23.42931,02/05/2024,"P6S4;
P73A",,15,05/05/2024 11:24,3,Head,last year 347,02/05/2024 17:05,28,05/05/2024 11:24,"2 parents seem to have plastic band, 1 on the right leg, other on the left",02/05/2024 17:35,05/05/2024,11:24:00,2024,0.003785,0.87,26.21617726,41.03578413,26.21617726,48.2,50.7,42.3,,3,3,,1,1,141.2,33.1,35,30.8,,98.9,12,12,41.04,12,12
6_24,0.752434254,0.604999989,4.4,85.3,2009,15,4.56,4.1,95.6,,,,4.25,90.45,15,4.56,,,58.7670283,23.42931,02/05/2024,"P6S4;
P73A",P73A,11,06/05/2024 13:43,4,Head,FiD done left leg,06/05/2024 13:43,50,06/05/2024 13:41,FiD likely done on bird with plastic left leg,05/05/2024 11:30,06/05/2024,13:43:00,2024,0.003785,0.87,26.21617726,41.03578413,26.21617726,48.2,50.7,42.3,,3,3,,1,1,141.2,33.1,35,30.8,,98.9,12,12,41.04,12,12
6_24,0.752434254,0.604999989,4.4,85.3,2009,15,4.56,4.1,95.6,,,,4.25,90.45,15,4.56,,,58.7670283,23.42931,02/05/2024,"P6S4;
P73A",,11,07/05/2024 14:59,5,Head,,19/06/2024 14:02,45,07/05/2024 14:57,chicks seen nearby the nest,05/06/2024 10:42,07/05/2024,14:59:00,2024,0.003785,0.87,26.21617726,41.03578413,26.21617726,48.2,50.7,42.3,,3,3,,1,1,141.2,33.1,35,30.8,,98.9,12,12,41.04,12,12
7_24,0.713107273,0.517499998,5,90.9,2012,12,13.99,7.7,93.2,2011,13,,6.35,92.05,12.5,13.99,-6.0091968,-5.324047454,58.76602,23.4356317,03/05/2024,"P01C;
P75N",P01C,12,03/05/2024 17:17,1,North,done on right leg plastic ending with C,06/05/2024 11:43,59,03/05/2024 17:17,FiD done right leg plastic bird,05/05/2024 10:11,03/05/2024,17:17:00,2024,0.001212403,0.75,21.40915925,38.62859131,21.40915925,52.7,53.6,,,2,2,,1,0.666666667,106.3,32.7,39.4,,,72.1,6,6,38.63,9,9
7_24,0.713107273,0.517499998,5,90.9,2012,12,13.99,7.7,93.2,2011,13,,6.35,92.05,12.5,13.99,,,58.76602,23.4356317,03/05/2024,"P01C;
P75N",,7,04/05/2024 12:19,2,North,,19/06/2024 14:02,61,04/05/2024 12:19,,19/06/2024 14:02,04/05/2024,12:19:00,2024,0.001212403,0.75,21.40915925,38.62859131,21.40915925,52.7,53.6,,,2,2,,1,0.666666667,106.3,32.7,39.4,,,72.1,6,6,38.63,9,9
7_24,0.713107273,0.517499998,5,90.9,2012,12,13.99,7.7,93.2,2011,13,,6.35,92.05,12.5,13.99,,,58.76602,23.4356317,03/05/2024,"P01C;
P75N",,2,05/05/2024 10:09,3,North,,19/06/2024 14:02,35,05/05/2024 10:09,,19/06/2024 14:02,05/05/2024,10:09:00,2024,0.001212403,0.75,21.40915925,38.62859131,21.40915925,52.7,53.6,,,2,2,,1,0.666666667,106.3,32.7,39.4,,,72.1,6,6,38.63,9,9
7_24,0.713107273,0.517499998,5,90.9,2012,12,13.99,7.7,93.2,2011,13,,6.35,92.05,12.5,13.99,,,58.76602,23.4356317,03/05/2024,"P01C;
P75N",,1,06/05/2024 11:45,4,North,,19/06/2024 14:02,29,06/05/2024 11:43,,19/06/2024 14:02,06/05/2024,11:45:00,2024,0.001212403,0.75,21.40915925,38.62859131,21.40915925,52.7,53.6,,,2,2,,1,0.666666667,106.3,32.7,39.4,,,72.1,6,6,38.63,9,9
7_24,0.713107273,0.517499998,5,90.9,2012,12,13.99,7.7,93.2,2011,13,,6.35,92.05,12.5,13.99,,,58.76602,23.4356317,03/05/2024,"P01C;
P75N",,3,07/05/2024 12:11,5,North,,19/06/2024 14:02,27,07/05/2024 12:10,,19/06/2024 14:02,07/05/2024,12:11:00,2024,0.001212403,0.75,21.40915925,38.62859131,21.40915925,52.7,53.6,,,2,2,,1,0.666666667,106.3,32.7,39.4,,,72.1,6,6,38.63,9,9
8_24,0.689708034,0.5,5.6,91.2,,,7.65,6.8,95.8,2004,20,6.18,6.2,93.5,20,6.92,-0.8273226,-0.227364327,58.7657063,23.435306,03/05/2024,P02Y;P7A6,P7A6,8,04/05/2024 12:29,1,North,,19/06/2024 14:02,36,04/05/2024 12:46,,19/06/2024 14:02,04/05/2024,12:29:00,2024,0.003538359,0.56,13.86479053,27.5940657,13.86479053,55.4,55.3,51.6,,3,2,,1,0.666666667,162.3,,40.5,37.5,,78,4,4,27.59,9,5
8_24,0.689708034,0.5,5.6,91.2,,,7.65,6.8,95.8,2004,20,6.18,6.2,93.5,20,6.92,,,58.7657063,23.435306,03/05/2024,"P02Y;
P7A6",P7A6,6,05/05/2024 10:00,2,North,FiD done right leg plastic,06/05/2024 11:39,33,05/05/2024 10:00,FiD done on bird right leg,05/05/2024 10:01,05/05/2024,10:00:00,2024,0.003538359,0.56,13.86479053,27.5940657,13.86479053,55.4,55.3,51.6,,3,2,,1,0.666666667,162.3,,40.5,37.5,,78,4,4,27.59,9,5
8_24,0.689708034,0.5,5.6,91.2,,,7.65,6.8,95.8,2004,20,6.18,6.2,93.5,20,6.92,,,58.7657063,23.435306,03/05/2024,"P02Y;
P7A6",P02Y,7,06/05/2024 11:39,3,North,fid metal left no plastic,08/05/2024 10:21,25,06/05/2024 11:39,no plastic fid bird,07/05/2024 11:55,06/05/2024,11:39:00,2024,0.003538359,0.56,13.86479053,27.5940657,13.86479053,55.4,55.3,51.6,,3,2,,1,0.666666667,162.3,,40.5,37.5,,78,4,4,27.59,9,5
8_24,0.689708034,0.5,5.6,91.2,,,7.65,6.8,95.8,2004,20,6.18,6.2,93.5,20,6.92,,,58.7657063,23.435306,03/05/2024,"P02Y;
P7A6",,12,07/05/2024 11:55,4,North,,19/06/2024 14:02,25,07/05/2024 11:55,,19/06/2024 14:02,07/05/2024,11:55:00,2024,0.003538359,0.56,13.86479053,27.5940657,13.86479053,55.4,55.3,51.6,,3,2,,1,0.666666667,162.3,,40.5,37.5,,78,4,4,27.59,9,5
8_24,0.689708034,0.5,5.6,91.2,,,7.65,6.8,95.8,2004,20,6.18,6.2,93.5,20,6.92,,,58.7657063,23.435306,03/05/2024,"P02Y;
P7A6",,6,08/05/2024 10:21,5,North,,19/06/2024 14:02,25,08/05/2024 10:20,,19/06/2024 14:02,08/05/2024,10:21:00,2024,0.003538359,0.56,13.86479053,27.5940657,13.86479053,55.4,55.3,51.6,,3,2,,1,0.666666667,162.3,,40.5,37.5,,78,4,4,27.59,9,5
9_24,0.856683224,0.800000012,4.2,92.8,,,9.98,4.5,95,,,,4.35,93.9,,9.98,3.9161643,6.914872056,58.7663604,23.4329657,03/05/2024,"P04Y;
P07Y",,23,03/05/2024 17:12,1,Middle,chicks seen near the nest ,07/06/2024 13:08,59,03/05/2024 17:12,FiD done on bird with maybe left leg plastic ,03/05/2024 17:14,03/05/2024,17:12:00,2024,0.00328539,0.8,15.03187791,19.83008461,15.03187791,64.4,63.3,58.1,,3,3,,1,1,185.8,45.6,43.6,41.8,,131,7,7,19.83,10,10
9_24,0.856683224,0.800000012,4.2,92.8,,,9.98,4.5,95,,,,4.35,93.9,,9.98,,,58.7663604,23.4329657,03/05/2024,"P04Y;
P07Y",,28,04/05/2024 11:58,2,Middle,,19/06/2024 14:02,70,04/05/2024 11:57,,19/06/2024 14:02,04/05/2024,11:58:00,2024,0.00328539,0.8,15.03187791,19.83008461,15.03187791,64.4,63.3,58.1,,3,3,,1,1,185.8,45.6,43.6,41.8,,131,7,7,19.83,10,10
9_24,0.856683224,0.800000012,4.2,92.8,,,9.98,4.5,95,,,,4.35,93.9,,9.98,,,58.7663604,23.4329657,03/05/2024,"P04Y;
P07Y",,38,05/05/2024 10:24,3,Middle,,19/06/2024 14:02,50,05/05/2024 10:23,,19/06/2024 14:02,05/05/2024,10:24:00,2024,0.00328539,0.8,15.03187791,19.83008461,15.03187791,64.4,63.3,58.1,,3,3,,1,1,185.8,45.6,43.6,41.8,,131,7,7,19.83,10,10
9_24,0.856683224,0.800000012,4.2,92.8,,,9.98,4.5,95,,,,4.35,93.9,,9.98,,,58.7663604,23.4329657,03/05/2024,"P04Y;
P07Y",,18,06/05/2024 12:24,4,Middle,,19/06/2024 14:02,62,06/05/2024 12:22,,19/06/2024 14:02,06/05/2024,12:24:00,2024,0.00328539,0.8,15.03187791,19.83008461,15.03187791,64.4,63.3,58.1,,3,3,,1,1,185.8,45.6,43.6,41.8,,131,7,7,19.83,10,10
9_24,0.856683224,0.800000012,4.2,92.8,,,9.98,4.5,95,,,,4.35,93.9,,9.98,,,58.7663604,23.4329657,03/05/2024,"P04Y;
P07Y",,18,07/05/2024 13:42,5,Middle,,19/06/2024 14:02,63,07/05/2024 13:42,,19/06/2024 14:02,07/05/2024,13:42:00,2024,0.00328539,0.8,15.03187791,19.83008461,15.03187791,64.4,63.3,58.1,,3,3,,1,1,185.8,45.6,43.6,41.8,,131,7,7,19.83,10,10
10_24,0.876616001,0.846666674,4.8,90.1,2007,17,3.57,7.1,97.7,2007,17,4.51,5.95,93.9,17,4.04,-2.7869056,-1.159494391,58.766745,23.4318367,03/05/2024,P9R8;P08Y,P9R8,36,05/05/2024 10:26,2,Middle,plastic left,06/05/2024 12:38,64,05/05/2024 10:26,FiD left plastic leg,05/05/2024 10:28,05/05/2024,10:26:00,2024,0.048093783,0.63,14.42336608,16.40382471,14.42336608,53.2,55,54.4,,3,1,,1,0.333333333,162.6,,38.4,,,38.4,4,4,16.4,6,6
10_24,0.876616001,0.846666674,4.8,90.1,2007,17,3.57,7.1,97.7,2007,17,4.51,5.95,93.9,17,4.04,,,58.766745,23.4318367,03/05/2024,P9R8;P08Y,,7,06/05/2024 12:39,3,Middle,,19/06/2024 14:02,40,06/05/2024 12:38,plastic left fid,07/05/2024 14:06,06/05/2024,12:39:00,2024,0.048093783,0.63,14.42336608,16.40382471,14.42336608,53.2,55,54.4,,3,1,,1,0.333333333,162.6,,38.4,,,38.4,4,4,16.4,6,6
10_24,0.876616001,0.846666674,4.8,90.1,2007,17,3.57,7.1,97.7,2007,17,4.51,5.95,93.9,17,4.04,,,58.766745,23.4318367,03/05/2024,P9R8;P08Y,,3,07/05/2024 14:06,4,Middle,,19/06/2024 14:02,53,07/05/2024 14:06,data from 14/05 is from 03/05 on bird P0S8,14/05/2024 21:01,07/05/2024,14:06:00,2024,0.048093783,0.63,14.42336608,16.40382471,14.42336608,53.2,55,54.4,,3,1,,1,0.333333333,162.6,,38.4,,,38.4,4,4,16.4,6,6
10_24,0.876616001,0.846666674,4.8,90.1,2007,17,3.57,7.1,97.7,2007,17,4.51,5.95,93.9,17,4.04,,,58.766745,23.4318367,03/05/2024,P9R8;P08Y,,11,08/05/2024 11:57,5,Middle,,19/06/2024 14:02,60,08/05/2024 11:55,,19/06/2024 14:02,08/05/2024,11:57:00,2024,0.048093783,0.63,14.42336608,16.40382471,14.42336608,53.2,55,54.4,,3,1,,1,0.333333333,162.6,,38.4,,,38.4,4,4,16.4,6,6
